"left","satisfaction_level","last_evaluation","number_project","average_montly_hours","time_spend_company","Work_accident","promotion_last_5years","sales","salary"
"0",0.107,0.2989,9,263,3,0,0,"hr","low"
"1",0.3303,0.1857,7,128,7,0,0,"technical","low"
"1",0.1517,0.7122,9,316,6,0,0,"sales","low"
"0",0.4825,0.5307,7,245,5,0,0,"RandD","medium"
"0",0.3389,0.6439,10,263,5,0,0,"management","medium"
"0",0.8432,0.4773,9,284,5,0,0,"support","high"
"0",0.4482,0.4957,10,316,2,0,0,"management","medium"
"0",0.4237,0.7685,7,140,5,1,0,"technical","low"
"1",0.7414,0.8555,9,274,7,1,1,"sales","medium"
"0",0.85,0.7169,6,225,3,1,0,"sales","low"
"0",0.718,0.5147,6,250,6,0,0,"sales","medium"
"0",0.3041,0.4717,10,219,5,1,0,"sales","medium"
"0",0.8552,0.8174,8,278,3,0,0,"IT","medium"
"0",0.1008,0.8299,10,254,11,0,0,"technical","low"
"0",0.7263,0.9466,4,160,6,0,0,"sales","medium"
"0",0.65,0.4191,8,275,5,0,0,"sales","low"
"0",0.4441,0.561,12,243,5,1,0,"sales","low"
"0",0.565,0.6897,8,202,10,0,0,"marketing","medium"
"0",0.6938,0.6137,10,303,5,0,0,"technical","medium"
"0",0.6608,0.7548,10,235,3,0,0,"sales","low"
"0",0.4322,0.4255,6,265,6,0,0,"support","high"
"0",0.2968,0.583,4,280,4,0,0,"support","medium"
"0",0.6856,0.2253,10,253,5,0,0,"technical","low"
"0",0.421,0.2984,10,243,11,1,0,"RandD","low"
"1",0.4662,0.2279,10,167,3,0,0,"technical","medium"
"0",0.7724,0.7464,10,235,7,0,0,"IT","low"
"1",0.32,0.2211,3,240,5,0,0,"marketing","low"
"0",0.6589,0.4012,10,337,3,0,0,"technical","medium"
"0",0.3864,0.4192,7,263,2,1,1,"sales","medium"
"1",0.5357,0.2018,8,144,6,0,0,"IT","low"
"0",0.3237,0.2044,10,125,6,0,0,"technical","low"
"0",0.9396,0.6174,8,237,5,0,0,"accounting","low"
"0",0.4801,0.6417,7,260,10,0,0,"product_mng","medium"
"0",0.6763,0.4498,9,229,6,0,0,"IT","medium"
"0",0.6523,0.4628,4,315,3,0,0,"sales","medium"
"0",0.4357,0.2834,7,226,8,0,0,"technical","low"
"1",0.308,0.2555,3,261,3,0,0,"sales","medium"
"0",0.4445,0.6363,6,119,5,1,0,"technical","low"
"0",0.9482,0.4958,7,266,4,0,0,"technical","low"
"0",0.6262,0.4257,10,138,7,0,0,"support","low"
"0",0.3971,0.5712,8,191,4,1,0,"technical","low"
"0",0.6616,0.4205,7,285,6,0,0,"accounting","low"
"1",0.5548,0.317,5,239,5,0,0,"sales","low"
"1",0.5645,0.7584,10,296,5,0,0,"technical","low"
"0",0.4354,0.2643,10,275,4,0,0,"support","low"
"1",0.8175,0.8777,10,304,7,0,0,"sales","low"
"0",0.5401,0.6623,8,245,5,0,0,"IT","high"
"1",0.2947,0.3773,7,179,5,0,0,"technical","low"
"0",0.2922,0.2584,10,192,2,0,0,"product_mng","medium"
"0",0.2073,0.8989,11,281,2,0,0,"sales","low"
"1",0.3808,0.7493,8,235,5,0,0,"sales","medium"
"0",0.6504,0.4783,4,305,4,1,0,"technical","low"
"1",0.6815,0.9549,11,254,7,0,0,"support","medium"
"1",0.0725,0.6677,9,308,7,0,0,"accounting","high"
"0",0.7561,0.2643,6,225,12,1,0,"sales","medium"
"0",0.515,0.3532,8,261,9,0,0,"sales","low"
"1",0.4157,0.3801,8,243,5,0,0,"product_mng","low"
"1",0.0591,0.6825,12,360,7,0,0,"support","medium"
"0",0.5132,0.3015,11,260,2,0,0,"RandD","medium"
"0",0.6136,0.7312,10,198,3,0,1,"sales","medium"
"0",0.6439,0.425,6,241,4,0,0,"product_mng","low"
"0",0.5661,0.4708,7,319,7,0,0,"accounting","low"
"0",0.9383,0.3966,5,198,4,0,0,"sales","low"
"1",0.4449,0.4242,3,154,6,0,0,"technical","low"
"0",0.7699,0.5421,12,290,5,0,0,"sales","high"
"0",0.5705,0.3378,6,290,4,0,0,"RandD","low"
"0",0.5148,0.6425,9,306,6,0,0,"sales","low"
"1",0.4062,0.3406,9,232,6,0,0,"management","low"
"1",0.5243,0.7435,10,295,5,0,0,"marketing","low"
"0",0.887,0.7542,8,179,3,0,0,"technical","medium"
"0",0.5067,0.7603,6,227,3,0,0,"sales","low"
"0",0.4771,0.3715,7,204,8,0,0,"technical","medium"
"0",0.4482,0.6842,10,269,3,0,0,"sales","medium"
"0",0.2224,0.5808,7,222,4,0,0,"product_mng","medium"
"0",0.5262,0.3729,9,301,2,1,0,"sales","medium"
"0",0.6175,0.8991,6,270,5,0,0,"sales","low"
"0",0.6231,0.4534,11,242,5,0,0,"RandD","low"
"0",0.6277,0.4744,5,237,6,1,0,"sales","low"
"0",0.7292,0.6165,8,173,11,1,0,"support","high"
"1",0.3028,0.3661,5,232,6,0,0,"technical","medium"
"0",0.6413,0.6749,5,160,13,0,0,"management","high"
"0",0.5516,0.5276,9,258,5,0,0,"IT","medium"
"1",0.5923,0.3383,7,150,5,0,0,"marketing","low"
"1",0.3853,0.3169,3,179,3,0,0,"technical","low"
"0",0.9213,0.8596,10,269,7,0,0,"sales","medium"
"0",0.8059,0.5656,10,304,6,0,0,"support","medium"
"0",0.881,0.7042,12,271,4,0,0,"support","low"
"1",0.4659,0.2781,7,161,6,0,0,"RandD","medium"
"1",0.0477,0.4919,15,306,8,0,0,"sales","low"
"1",0.5413,0.7106,10,306,7,0,0,"marketing","low"
"1",0.7946,0.6209,8,241,9,0,0,"sales","medium"
"0",0.7157,0.2759,10,216,7,0,0,"RandD","high"
"1",0.5492,0.2041,5,214,3,0,0,"sales","medium"
"0",0.6271,0.3396,5,289,5,0,0,"support","medium"
"0",0.4176,0.8005,8,237,6,0,0,"technical","low"
"0",0.6784,0.7015,10,326,7,0,0,"technical","low"
"0",0.4367,0.4096,7,183,3,0,0,"IT","low"
"0",0.5923,0.4932,7,174,6,0,0,"product_mng","low"
"1",0.7535,0.5516,5,244,4,0,0,"sales","medium"
"0",0.8448,0.4325,10,219,6,0,0,"hr","low"
"0",0.4231,0.3503,4,322,7,0,0,"product_mng","low"
"0",0.4194,0.5028,10,241,7,1,0,"sales","medium"
"0",0.7581,0.5063,7,279,3,0,0,"management","low"
"0",0.564,0.5728,4,264,4,0,0,"technical","medium"
"0",0.3881,0.8556,4,263,7,0,0,"technical","low"
"0",0.4564,0.7962,7,144,11,0,0,"technical","low"
"0",0.4339,0.8737,7,164,6,0,0,"IT","medium"
"0",0.7061,0.2303,9,213,5,0,0,"accounting","high"
"1",0.3459,0.4418,7,163,4,0,0,"hr","medium"
"0",0.7413,0.5188,8,203,4,0,0,"sales","medium"
"0",0.1886,0.7938,4,244,5,0,0,"technical","low"
"0",0.4198,0.7077,8,185,9,0,0,"technical","low"
"1",0.1564,0.6387,14,293,5,0,0,"technical","medium"
"0",0.688,0.781,10,252,6,1,0,"accounting","medium"
"0",0.7437,0.7312,6,285,11,0,0,"sales","medium"
"0",0.1774,0.381,7,276,6,0,0,"IT","low"
"1",0.3491,0.6178,12,350,6,0,0,"sales","medium"
"0",0.7195,0.4933,8,280,5,0,0,"support","low"
"0",0.5625,0.2019,11,337,2,0,0,"technical","low"
"1",0.0511,0.6481,8,322,4,0,0,"support","medium"
"0",0.4635,0.5954,10,290,7,0,0,"management","medium"
"0",0.6079,0.4961,5,306,10,0,0,"sales","low"
"0",0.6885,0.3397,8,211,5,0,0,"support","low"
"0",0.5264,0.3201,7,293,7,0,0,"technical","low"
"0",0.4161,0.7176,6,241,3,0,0,"technical","high"
"0",0.4679,0.5353,8,341,3,0,0,"support","low"
"0",0.6311,0.381,10,273,6,1,0,"sales","low"
"1",0.5894,0.8453,9,284,6,0,0,"support","low"
"0",0.563,0.1766,9,263,6,0,0,"product_mng","low"
"0",0.784,0.2409,8,225,2,0,0,"sales","medium"
"0",0.5618,0.502,6,311,6,0,0,"technical","medium"
"1",0.5566,0.3619,4,132,6,1,0,"support","low"
"0",0.4946,0.5881,9,301,7,1,0,"sales","medium"
"0",0.4554,0.956,5,287,5,1,0,"RandD","low"
"1",0.5986,0.6458,6,336,8,0,0,"technical","low"
"0",0.533,0.4641,9,229,5,0,0,"management","low"
"0",0.5157,0.2093,7,147,8,0,0,"product_mng","high"
"0",0.4289,0.5608,6,204,12,0,0,"management","high"
"0",0.6049,0.6449,6,227,6,0,0,"sales","medium"
"0",0.6719,0.5431,9,239,4,0,0,"marketing","low"
"0",0.5288,0.6564,7,155,5,1,0,"technical","low"
"0",0.5734,0.5191,7,311,3,0,0,"support","medium"
"1",0.5856,0.2205,5,148,5,0,0,"hr","medium"
"1",0.6746,0.8681,5,305,6,0,0,"technical","low"
"0",0.5731,0.0263,6,332,4,1,0,"product_mng","high"
"0",0.5606,0.4587,9,332,6,0,0,"sales","medium"
"0",0.7015,0.6188,7,237,4,1,0,"product_mng","low"
"0",0.5234,0.4856,9,235,6,0,0,"marketing","low"
"0",0.3635,0.3762,10,136,2,1,0,"IT","low"
"0",0.8082,0.7067,6,362,4,0,0,"technical","medium"
"0",0.7857,0.3619,9,232,6,0,0,"RandD","medium"
"0",0.2505,0.5965,6,203,6,1,0,"sales","low"
"0",0.6615,0.5484,5,245,3,0,0,"technical","low"
"0",0.4964,0.7446,6,260,3,0,0,"RandD","medium"
"0",0.5307,0.2723,11,307,6,0,0,"sales","low"
"0",0.2531,0.4262,4,339,8,1,0,"sales","low"
"0",0.8159,0.7621,5,202,7,0,0,"marketing","low"
"0",0.5835,0.6025,5,153,3,0,0,"sales","low"
"0",0.6542,0.9566,4,288,4,1,0,"sales","medium"
"0",0.3875,0.6165,9,167,4,0,0,"sales","medium"
"1",0.148,0.7303,13,330,9,0,0,"sales","medium"
"0",0.7405,0.2205,9,297,3,1,0,"sales","low"
"0",0.7287,0.7736,8,253,5,0,0,"technical","high"
"1",0.4814,0.4481,6,139,4,0,0,"hr","medium"
"0",0.4023,0.6543,7,205,10,0,0,"support","low"
"0",0.6496,0.6645,8,245,5,0,0,"sales","low"
"0",0.7794,0.5721,7,158,7,0,0,"support","low"
"0",0.8255,0.6412,9,239,7,0,0,"sales","low"
"0",0.5941,0.4105,6,183,3,0,0,"sales","low"
"0",0.7536,0.6301,8,244,6,0,0,"management","medium"
"1",0.1771,0.7561,10,319,5,0,0,"sales","low"
"0",0.5984,0.4192,6,339,2,1,0,"sales","low"
"0",0.4637,0.3161,7,177,9,0,0,"support","medium"
"0",0.5484,0.4438,7,254,3,0,0,"management","high"
"0",0.3399,0.3431,5,241,7,1,0,"support","medium"
"1",0.3581,0.4216,8,200,5,0,0,"technical","medium"
"0",0.6526,0.3554,5,333,6,0,0,"sales","medium"
"1",0.2907,0.6898,9,295,6,1,0,"RandD","medium"
"0",0.6897,0.5153,9,235,3,0,0,"sales","low"
"0",0.7913,0.5595,7,252,8,0,0,"marketing","medium"
"0",0.6389,0.3751,12,314,6,1,0,"sales","low"
"1",0.0768,0.563,12,384,4,0,0,"support","medium"
"1",0.5258,0.6637,12,285,5,0,0,"IT","low"
"1",0.7936,0.6346,12,315,9,0,0,"technical","medium"
"1",0.5052,0.6579,9,169,9,0,0,"technical","low"
"1",0.5533,0.351,2,240,3,0,0,"accounting","medium"
"1",0.8209,0.7215,7,292,6,0,0,"marketing","low"
"0",0.8003,0.5005,8,178,5,1,0,"sales","medium"
"0",0.5849,0.6634,4,194,6,1,0,"sales","high"
"0",0.6275,0.7257,9,250,4,0,0,"hr","low"
"0",0.6317,0.7971,7,289,7,0,0,"technical","medium"
"1",0.3127,0.2035,9,242,7,0,0,"sales","medium"
"0",0.9173,0.3812,11,190,6,0,0,"support","medium"
"0",0.2146,0.333,6,280,7,0,0,"hr","low"
"1",0.7283,0.7295,11,235,10,0,0,"support","medium"
"0",0.531,0.1479,9,285,5,0,0,"marketing","medium"
"0",0.385,0.6559,7,272,10,0,0,"hr","medium"
"0",0.7844,0.5494,10,237,7,1,0,"technical","low"
"1",0.5264,0.1507,7,162,6,0,0,"marketing","medium"
"0",0.6181,0.3668,10,261,5,0,0,"technical","low"
"0",0.9232,0.5458,7,316,6,1,0,"support","low"
"0",0.5264,0.4429,9,187,5,0,0,"accounting","low"
"0",0.3774,0.5713,7,205,8,0,0,"sales","high"
"1",0.4011,0.2513,5,247,6,0,0,"hr","medium"
"0",0.4325,0.6219,9,232,7,1,1,"marketing","high"
"0",0.4813,0.3078,7,290,7,1,0,"marketing","low"
"0",0.9232,0.5348,9,209,3,0,0,"sales","medium"
"0",0.9813,0.3301,6,252,7,0,0,"sales","medium"
"0",0.456,0.4136,11,198,4,0,0,"sales","high"
"0",0.6278,0.4193,5,206,8,1,0,"IT","medium"
"0",0.5338,0.8877,11,328,5,0,0,"accounting","low"
"1",0.1427,0.8408,10,391,7,0,0,"accounting","medium"
"0",0.735,0.4825,10,337,5,0,0,"sales","high"
"0",0.3978,0.3846,9,178,6,0,0,"support","low"
"0",0.7656,0.5145,6,188,3,1,1,"support","low"
"0",0.7269,0.5773,5,246,4,1,0,"accounting","high"
"0",0.6706,0.2618,9,243,5,0,0,"sales","medium"
"0",0.391,0.7694,8,231,9,0,0,"accounting","medium"
"1",0.2341,0.1403,3,182,6,0,0,"hr","low"
"0",0.6075,0.6891,10,216,6,1,0,"sales","low"
"0",0.7379,0.5667,9,286,4,0,0,"support","medium"
"0",0.2823,0.2162,8,267,3,1,0,"product_mng","low"
"0",0.4234,0.7059,9,172,4,1,0,"sales","low"
"0",0.6919,0.7464,5,346,6,0,0,"sales","high"
"1",0.55,0.2539,4,213,5,0,0,"sales","low"
"0",0.8264,0.4959,7,236,3,0,0,"support","low"
"0",0.8054,0.5994,6,295,3,0,0,"support","low"
"0",0.6709,0.6383,9,253,5,0,0,"marketing","medium"
"1",0.0901,0.5819,14,358,4,0,0,"IT","medium"
"0",0.8363,0.4476,11,240,2,0,0,"technical","low"
"0",0.4776,0.6402,7,276,6,1,0,"sales","low"
"0",0.6833,0.2097,11,204,4,0,0,"sales","medium"
"1",0.0141,0.9516,9,274,5,0,0,"support","low"
"1",0.5657,0.8474,7,283,6,0,0,"product_mng","low"
"0",0.5338,0.1878,6,288,7,0,0,"IT","high"
"0",0.5752,0.5339,5,207,6,0,0,"hr","high"
"1",0.323,0.3831,6,175,5,0,0,"sales","low"
"1",0.4453,0.4744,5,224,4,1,0,"sales","low"
"0",0.6883,0.6099,8,308,7,0,0,"technical","low"
"0",0.3999,0.0697,8,183,4,0,0,"technical","low"
"0",0.5154,0.3832,7,181,3,0,0,"hr","medium"
"1",0.2132,0.3225,7,172,5,0,0,"IT","low"
"0",0.5593,0.291,10,300,5,0,0,"sales","medium"
"0",0.7222,0.3079,10,295,3,1,0,"support","low"
"0",0.639,0.7353,8,202,5,0,0,"technical","medium"
"1",0.5353,0.7754,9,240,8,0,0,"product_mng","low"
"0",0.6479,0.7275,8,248,13,0,0,"sales","low"
"0",0.4728,0.6657,6,256,6,0,0,"hr","high"
"1",0.258,0.4599,6,215,5,0,0,"RandD","low"
"1",0.2557,0.7393,10,327,7,0,0,"management","medium"
"0",0.2414,0.1757,7,204,7,0,0,"support","medium"
"1",0.2593,0.1298,9,191,4,0,0,"marketing","high"
"0",0.6595,0.7204,10,279,3,0,0,"IT","medium"
"0",0.6933,0.2911,7,139,7,0,0,"sales","high"
"1",0.2808,0.948,7,240,6,0,0,"accounting","low"
"1",0.1898,0.8281,13,311,8,0,0,"technical","low"
"0",0.839,0.867,10,313,3,0,0,"support","medium"
"0",0.5618,0.5907,9,322,4,0,0,"technical","low"
"1",0.1554,0.8203,14,325,5,0,0,"hr","high"
"0",0.7077,0.5906,8,246,4,0,0,"IT","low"
"0",0.627,0.4331,9,318,6,0,0,"product_mng","low"
"0",0.4085,0.2835,6,179,7,1,0,"accounting","low"
"1",0.1308,0.6106,14,371,7,0,0,"support","low"
"1",0.7998,0.4629,12,298,4,0,0,"technical","medium"
"0",0.4699,0.3319,10,310,7,1,0,"management","low"
"0",0.168,0.5452,11,148,4,0,0,"RandD","low"
"0",0.8305,0.7971,7,136,6,0,0,"product_mng","medium"
"0",0.6161,0.4525,10,184,3,0,0,"accounting","medium"
"0",0.5752,0.8673,6,301,6,0,0,"management","medium"
"0",0.9991,0.9419,5,196,6,0,0,"management","low"
"0",0.5167,0.3547,9,321,3,0,0,"support","high"
"0",0.5754,0.6778,9,340,4,0,0,"technical","medium"
"0",0.6779,0.4613,3,273,7,0,0,"support","medium"
"0",0.5812,0.4978,9,276,5,0,0,"support","medium"
"0",0.7224,0.6837,5,199,10,0,0,"sales","medium"
"0",0.5256,0.509,8,234,3,0,0,"technical","low"
"0",0.5661,0.1636,7,180,6,0,0,"support","medium"
"0",0.7759,0.6351,9,303,6,0,0,"hr","low"
"1",0.2002,0.2087,14,211,7,0,0,"support","medium"
"1",0.53,0.9265,13,322,5,0,0,"sales","medium"
"0",0.7159,0.683,7,209,4,0,0,"sales","medium"
"0",0.6696,0.39,6,217,7,0,0,"sales","high"
"0",0.5737,0.1772,5,193,6,0,0,"technical","low"
"0",0.4945,0.9355,7,219,7,0,0,"technical","low"
"0",0.1546,0.3657,11,268,8,0,0,"sales","low"
"1",0.2114,0.1751,4,170,6,0,0,"marketing","low"
"1",0.6405,0.6834,12,301,9,1,0,"IT","low"
"0",0.7072,0.455,8,197,3,0,0,"sales","high"
"0",0.4204,0.8554,9,235,4,0,0,"technical","medium"
"0",0.5138,0.7522,11,167,4,0,0,"hr","low"
"0",0.7772,0.1791,7,204,7,0,0,"technical","low"
"0",0.7865,0.538,7,261,4,0,0,"support","low"
"0",0.6962,0.95,7,265,3,0,0,"accounting","medium"
"1",0.3315,0.8405,13,306,9,0,0,"sales","medium"
"0",0.8961,0.5864,11,295,5,0,0,"technical","low"
"0",0.8729,0.6879,8,195,3,0,0,"technical","low"
"0",0.6026,0.4742,5,241,4,0,0,"accounting","low"
"0",0.6423,0.1896,8,260,3,0,0,"RandD","medium"
"0",0.8116,0.834,7,219,4,0,0,"hr","medium"
"0",0.7903,0.9527,9,342,4,1,0,"product_mng","high"
"1",0.5045,0.1396,7,158,3,0,0,"technical","low"
"0",0.5963,0.3686,9,244,5,0,0,"technical","medium"
"0",0.545,0.6285,10,201,5,0,0,"support","medium"
"0",0.5077,0.2918,8,323,5,0,0,"hr","medium"
"0",0.4927,0.5433,6,128,4,0,0,"IT","low"
"0",0.8141,0.8749,8,144,7,0,0,"IT","low"
"0",0.6749,0.2463,11,242,5,0,0,"RandD","medium"
"1",0.0967,0.7322,10,309,7,0,0,"sales","medium"
"1",0.8948,0.7806,8,223,10,1,0,"technical","medium"
"0",0.7787,0.4026,7,272,5,0,0,"technical","low"
"0",0.1992,0.2539,7,356,4,0,0,"product_mng","low"
"0",0.7167,0.4603,8,276,5,0,0,"management","low"
"0",0.7342,0.9573,4,291,7,0,0,"sales","high"
"1",0.7572,0.7138,11,278,5,0,0,"technical","low"
"0",0.4237,0.8069,8,274,3,0,0,"hr","medium"
"1",0.3903,0.2309,8,196,3,1,0,"management","low"
"1",0.2635,0.5069,12,388,5,0,0,"accounting","low"
"1",0.0549,0.9404,8,306,4,0,0,"sales","medium"
"0",0.6918,0.2621,7,289,6,0,0,"technical","low"
"0",0.797,0.5196,7,274,5,0,0,"product_mng","medium"
"0",0.6977,0.8573,4,365,11,0,0,"support","medium"
"0",0.1683,0.227,6,284,4,0,0,"marketing","low"
"0",0.6564,0.6261,7,179,6,0,0,"management","medium"
"0",0.3703,0.4979,7,301,3,0,0,"RandD","medium"
"0",0.5555,0.6926,8,316,4,1,0,"support","high"
"0",0.8008,0.6658,8,229,6,0,0,"management","low"
"0",0.6608,0.4518,4,291,6,0,0,"sales","medium"
"1",0.4609,0.5022,8,215,7,1,0,"sales","low"
"0",0.8422,0.1529,10,341,4,1,0,"hr","medium"
"0",0.7433,0.3091,7,254,5,0,0,"RandD","high"
"0",0.6168,0.4064,7,245,6,0,0,"IT","medium"
"0",0.6667,0.2509,9,164,2,0,0,"support","medium"
"0",0.232,0.3832,4,153,6,0,0,"RandD","low"
"1",0.5658,0.334,9,209,6,0,0,"hr","low"
"1",0.1485,0.722,12,319,8,0,0,"technical","low"
"0",0.5976,0.7465,9,232,4,0,0,"IT","low"
"0",0.4072,0.3668,8,288,5,0,0,"product_mng","low"
"0",0.6697,0.1317,6,214,5,0,0,"technical","medium"
"0",0.6804,0.7228,9,260,3,0,0,"product_mng","medium"
"0",0.3283,0.3883,7,225,5,0,0,"support","medium"
"0",0.626,0.4481,11,246,3,0,0,"support","medium"
"0",0.5224,0.4679,9,295,3,1,0,"marketing","low"
"0",0.3031,0.8331,11,295,7,0,0,"RandD","medium"
"1",0.6277,0.3685,9,292,8,0,0,"technical","low"
"1",0.7376,0.6811,10,258,8,0,0,"technical","low"
"0",0.5042,0.2819,6,210,3,0,0,"RandD","low"
"0",0.5834,0.7082,9,210,8,0,0,"technical","low"
"1",0.2178,0.2274,8,232,4,0,0,"technical","medium"
"0",0.5769,0.5838,6,239,3,0,0,"support","low"
"0",0.7335,0.4292,3,275,5,0,0,"product_mng","low"
"0",0.5958,0.2467,9,266,3,0,0,"technical","low"
"0",0.8757,0.423,8,359,5,1,1,"marketing","medium"
"0",0.3943,0.9596,6,336,5,0,0,"sales","medium"
"0",0.5989,0.2289,4,309,6,0,0,"technical","medium"
"1",0.5567,0.6513,8,248,7,0,0,"technical","medium"
"0",0.8032,0.6004,5,175,5,0,0,"sales","medium"
"0",0.681,0.4317,4,277,7,0,0,"sales","low"
"0",0.7282,0.7508,5,347,3,0,0,"support","low"
"0",0.6875,0.3098,8,305,4,1,0,"RandD","low"
"0",0.6747,0.4442,6,190,6,0,0,"technical","medium"
"0",0.3346,0.6998,9,291,5,0,0,"sales","low"
"0",0.5116,0.5692,10,287,8,1,0,"IT","medium"
"0",0.4321,0.7363,10,135,7,0,0,"product_mng","medium"
"1",0.4253,0.3965,5,158,4,0,0,"sales","low"
"0",0.2662,0.278,6,204,7,0,0,"sales","medium"
"0",0.5424,0.5947,12,325,10,0,0,"sales","low"
"0",0.6734,0.4588,9,294,7,0,0,"support","low"
"0",0.5447,0.4509,8,288,3,1,0,"IT","low"
"0",0.8967,0.5891,13,288,5,1,0,"product_mng","medium"
"1",0.6779,0.7266,7,312,6,0,0,"sales","low"
"1",0.8862,0.7283,8,300,6,0,0,"technical","low"
"0",0.5807,0.1567,7,186,8,0,0,"technical","medium"
"0",0.4721,0.454,6,247,7,0,0,"IT","medium"
"1",0.2844,0.805,12,317,7,0,0,"sales","low"
"0",0.5992,0.4629,10,214,9,1,0,"RandD","medium"
"0",0.7302,0.3688,7,179,5,0,0,"sales","high"
"0",0.8051,0.7209,6,348,6,1,0,"IT","low"
"0",0.2083,0.5929,7,269,4,1,0,"sales","medium"
"0",0.5917,0.5908,10,270,6,0,0,"technical","low"
"1",0.6562,0.7783,7,306,7,0,0,"accounting","low"
"0",0.5525,0.5671,5,292,10,0,0,"sales","low"
"0",0.7505,0.5679,10,254,5,0,0,"technical","low"
"1",0.0694,0.5604,10,344,5,0,0,"technical","low"
"0",0.5939,0.2023,7,165,7,0,0,"support","low"
"0",0.6591,0.2252,6,327,2,1,0,"RandD","low"
"0",0.0853,0.9492,5,238,3,0,0,"sales","low"
"1",0.5196,0.4312,5,230,7,0,0,"sales","medium"
"0",0.1512,0.3741,7,325,8,0,0,"management","low"
"0",0.8326,0.7879,8,279,3,0,0,"sales","high"
"0",0.4351,0.7601,7,293,7,0,0,"sales","medium"
"0",0.5913,0.5649,11,240,6,0,0,"support","high"
"0",0.76,0.2621,6,184,4,1,0,"technical","low"
"0",0.5349,0.744,9,200,8,0,0,"management","medium"
"0",0.5021,0.4496,4,213,8,0,0,"marketing","high"
"0",0.3044,0.4084,6,221,2,0,0,"support","medium"
"0",0.717,0.4896,4,312,4,0,0,"technical","low"
"0",0.8306,0.1793,6,230,4,1,0,"IT","medium"
"0",0.7676,0.3037,8,255,7,0,0,"sales","low"
"0",0.5664,0.5701,7,222,4,0,0,"technical","medium"
"0",0.6604,0.4651,11,249,3,1,0,"sales","medium"
"1",0.0532,0.6374,9,270,8,0,0,"sales","low"
"0",0.6298,0.197,7,335,5,0,0,"support","high"
"1",0.4485,0.4189,7,168,5,0,0,"management","medium"
"0",0.7052,0.5918,5,278,6,0,0,"sales","low"
"0",0.4472,0.7537,7,220,5,0,0,"sales","medium"
"1",0.6771,0.7073,10,244,5,0,0,"hr","low"
"0",0.7129,0.6153,3,276,2,0,0,"sales","low"
"0",0.6621,0.4954,12,336,6,0,0,"support","medium"
"0",0.4354,0.7077,8,246,3,1,0,"technical","medium"
"0",0.5958,0.4807,6,214,7,1,0,"sales","low"
"0",0.2219,0.1249,5,211,6,0,0,"accounting","medium"
"0",0.6272,0.1934,4,162,11,0,0,"sales","medium"
"0",0.5267,0.7035,10,291,4,0,0,"RandD","medium"
"1",0.2724,0.5114,8,137,5,0,0,"sales","low"
"0",0.1344,0.2966,12,167,7,0,0,"support","medium"
"1",0.5402,0.3038,6,155,7,0,0,"support","low"
"1",0.4754,0.1311,9,162,6,0,0,"sales","low"
"1",0.3083,0.8465,8,341,6,0,0,"sales","low"
"0",0.5036,0.3038,8,211,4,0,0,"marketing","medium"
"0",0.4443,0.2698,6,183,3,0,0,"product_mng","low"
"0",0.5847,0.363,6,152,6,0,0,"sales","low"
"0",0.3007,0.1744,6,253,8,1,0,"sales","low"
"1",0.5353,0.2225,3,171,4,0,0,"sales","medium"
"0",0.8063,0.518,12,248,6,0,0,"sales","low"
"0",0.3667,0.2385,5,265,9,0,0,"IT","medium"
"0",0.2293,0.3618,9,226,5,0,0,"sales","low"
"1",0.6296,0.7442,7,319,8,0,0,"product_mng","low"
"0",0.7147,0.5002,5,278,2,0,0,"support","low"
"0",0.4996,0.778,7,248,6,0,0,"marketing","high"
"0",0.4561,0.512,4,252,5,0,0,"support","medium"
"0",0.8904,0.844,13,216,3,0,0,"RandD","medium"
"0",0.9208,0.7069,5,269,14,0,0,"sales","medium"
"1",0.1116,0.6556,15,308,4,0,0,"sales","medium"
"0",0.7138,0.9245,5,251,5,0,0,"technical","medium"
"0",0.8031,0.3849,9,185,11,0,0,"management","medium"
"0",0.5646,0.2978,4,313,3,1,0,"RandD","medium"
"0",0.4189,0.6926,5,221,5,0,0,"accounting","low"
"0",0.5236,0.7051,5,339,11,0,0,"sales","low"
"0",0.637,0.5814,11,216,5,0,0,"sales","low"
"0",0.7698,0.4686,6,245,4,0,0,"IT","medium"
"0",0.4875,0.5319,8,248,8,0,0,"technical","medium"
"0",0.6239,0.6508,9,156,7,1,0,"technical","high"
"1",0.6709,0.5776,11,265,5,0,0,"IT","low"
"0",0.5947,0.4647,5,166,6,0,0,"technical","high"
"0",0.6422,0.7405,8,242,4,0,0,"sales","low"
"0",0.6655,0.5352,6,226,7,0,0,"support","low"
"0",0.7022,0.4628,3,192,7,1,0,"sales","medium"
"0",0.5909,0.7704,6,148,6,0,0,"IT","medium"
"0",0.3294,0.7286,5,201,4,0,0,"technical","high"
"0",0.4075,0.8132,6,191,10,0,0,"management","medium"
"0",0.6642,0.6122,9,244,5,0,0,"support","medium"
"0",0.5963,0.7508,6,236,6,0,0,"technical","low"
"0",0.6494,0.5148,10,292,4,0,0,"sales","low"
"1",0.8574,0.8557,13,256,8,1,0,"accounting","medium"
"0",0.6689,0.5844,9,215,3,0,0,"RandD","low"
"0",0.2086,0.4529,9,190,12,1,0,"sales","medium"
"1",0.3347,0.3466,4,225,5,0,0,"sales","low"
"0",0.6721,0.5057,7,238,6,0,0,"management","medium"
"1",0.3573,0.4826,14,325,8,0,0,"IT","low"
